area,district,info,price,title
90,西城,[西城]广安门丽水莲花2号院｜90㎡｜2室1厅1厨1卫｜西,92222,西二环 丽水莲花 两居室 保养好 采光好 户型方正
216.91,朝阳,[朝阳]东坝奥林匹克花园一期｜216.91㎡｜5室2厅1厨3卫｜南北,45180,奥林匹克花园 一期  南北通透顶层复式带阁楼  中间位置
90.53,海淀,[海淀]万柳阳春光华枫树园｜90.53㎡｜2室1厅1厨1卫｜东南,127029,万柳枫树园 中间楼层 主卧室落地窗
57.28,丰台,[丰台]方庄芳星园二区｜57.28㎡｜2室1厅1厨1卫｜南,70705,上18中，婚房装修，西南两居室，满五年，采光充足。
66.88,丰台,[丰台]方庄芳城园1区｜66.88㎡｜2室1厅1厨1卫｜东南,62799,东南两居室，采光不挡，居住舒适
96,西城,[西城]宣武门四合上院｜96㎡｜2室2厅1厨1卫｜南北,152083,四合上院高楼层2居，采光好视野好，临地铁
133,朝阳,[朝阳]望京上京新航线｜133㎡｜3室2厅1厨1卫｜南北,87218,上京302号楼 客厅180度圆弧窗 三卧分离 南北通透
132.82,海淀,[海淀]马连洼天秀花园安和园｜132.82㎡｜3室2厅1厨2卫｜南北,79054,安和园（电梯四层）客厅主卧南（满五年）客厅面宽4米（临4号线
118.22,朝阳,[朝阳]奥林匹克公园澳林春天三期｜118.22㎡｜2室2厅1厨2卫｜南北,84418,奥森公园边上，舒适型双卫大两居，格局方正，安静不临街
88.88,海淀,[海淀]北部新区保利西山林语｜88.88㎡｜2室1厅1厨1卫｜南北,56818,二期 直通车库 南北双通透 装修好  客厅带阳台 采光好
96.87,东城,[东城]东花市花市枣苑｜96.87㎡｜2室1厅1厨1卫｜西,94972,东花市花市枣苑西2室
139.46,朝阳,[朝阳]朝阳公园棕榈泉国际公寓｜139.46㎡｜2室2厅1厨2卫｜西南,95941,棕榈泉高层2居，安静不临街、采光好，全明格局！
157.68,东城,[东城]工体海晟名苑｜157.68㎡｜3室2厅1厨2卫｜南,125570,3卧+客厅朝南  采光无遮挡   动静分离
151.8,海淀,[海淀]世纪城远大园五区｜151.8㎡｜3室2厅1厨2卫｜西南,94202,高层通透三居室，两卧室南，双明卫，视野开阔，大面宽，带储物间
161.34,朝阳,[朝阳]望京宝星华庭｜161.34㎡｜3室2厅1厨2卫｜南北,76236,宝星华庭 南北通透三居室 装修保持好 动静分离
211.29,东城,[东城]崇文门新怡家园｜211.29㎡｜3室2厅1厨3卫｜南北,121633,客厅主卧朝南 四阳台设计 注重舒适度的户型
130,海淀,[海淀]世纪城远大园五区｜130㎡｜2室1厅1厨2卫｜西南,99615,远大园五区西南两居室 装修好正看花园大湖 采光好居住舒适
58,海淀,[海淀]西北旺冬晴园｜58㎡｜1室1厅1厨1卫｜南北,87586,新报 08年社区  中间层  落地窗  客厅主卧室朝南
115,朝阳,[朝阳]望京嘉润花园｜115㎡｜2室2厅1厨2卫｜西南,61565,嘉润南向 方正两居 后排楼 安静不临街 高层观景无遮挡
228,朝阳,[朝阳]望京国风上观｜228㎡｜4室2厅1厨2卫｜南北,78947,国风上观 230平南北四居 不临街 前后观水系花园
142,朝阳,[朝阳]望京朝庭公寓｜142㎡｜3室2厅1厨2卫｜东西,67605,全天采光 前后观花园 新装修 适合一家人居住！
56.22,通州,[通州]九棵树靓景明居｜56.22㎡｜1室1厅1厨1卫｜西北,51583,九棵树靓景明居西北1室
161,朝阳,[朝阳]亚运村荣尊堡国际俱乐部公寓｜161㎡｜3室2厅1厨2卫｜南西北,72049,亚运村荣尊堡 二期高层观景 全景奥森和紫玉山庄
240.83,海淀,[海淀]西二旗怡美家园｜240.83㎡｜5室3厅1厨3卫｜南北,58132,电梯复式，中式装修。客厅挑高
139.81,朝阳,[朝阳]望京融科橄榄城三期｜139.81㎡｜3室2厅1厨2卫｜南北,98705,融科  三期 10号楼  一层 花园 三居
116.4,东城,[东城]崇文门兴隆都市馨园｜116.4㎡｜3室2厅1厨2卫｜南北,77835,东城+东南北三居+主卧带明卫+得房91%+全天采光
156,海淀,[海淀]公主坟颐源居｜156㎡｜3室2厅1厨2卫｜南北,115384,公主坟颐源居南北3室
192.57,海淀,[海淀]西山西山美墅馆L区｜192.57㎡｜4室2厅1厨2卫｜南西北东,97626,城市别墅 全明格局 带院子 离高尔夫球场近 四环边
60.11,西城,[西城]广安门玺源台｜60.11㎡｜1室1厅1厨1卫｜东,102312,玺源台，西城广安门，压力小，适合大部分人群的舒适一居室。
97,朝阳,[朝阳]北苑华贸城｜97㎡｜2室1厅1厨1卫｜南,70103,朝阳北苑高层2居室。采光好
87.96,丰台,[丰台]玉泉营万年花城二期｜87.96㎡｜2室1厅1厨1卫｜南西,67758,西南向正规两居 采光充足无遮挡 装修好 格局好没有浪费面积
153.5,西城,[西城]宣武门富卓花园｜153.5㎡｜3室2厅1厨2卫｜南北,162866,富卓花园 园区正中间 次顶层 南北3居 宣武门 金 融街
98.08,朝阳,[朝阳]北苑华贸城｜98.08㎡｜3室1厅1厨1卫｜西南北,81566,高层观景，视野采光好，户型正，带飘窗，婚房装修，提包住
86.34,朝阳,[朝阳]朝青国美第一城｜86.34㎡｜2室2厅1厨1卫｜南西,67176,大悦城 青年路 六号线 位置好 观景房 采光好
137,朝阳,[朝阳]大望路乐成豪丽｜137㎡｜1室1厅1厨1卫｜南北,72992,乐成豪丽 南北一居室 客厅 朝南 卧室朝北 餐厅朝北 落地窗
62.16,海淀,[海淀]清河清缘里｜62.16㎡｜2室1厅1厨1卫｜东西,72393,清河东西两居+户型方正+满五年+视野开阔+位置安静+随时可看
128.53,大兴,[大兴]亦庄新康家园｜128.53㎡｜3室2厅1厨2卫｜南北,49638,亦庄新康 五星房源　新式三居室　使用面积１２０％
69.21,丰台,[丰台]方庄紫芳园三区｜69.21㎡｜1室1厅1厨1卫｜北,75133,满五年，采光好 中间层，一居 不临街 看花园，东南二环
105.34,朝阳,[朝阳]朝青润枫水尚｜105.34㎡｜2室2厅1厨2卫｜南北,81640,润枫水尚南北2居 业主已定房 高层观景 中间位置
139,海淀,[海淀]清河强佑清河新城｜139㎡｜3室2厅1厨2卫｜南北,70503,北五环上清桥旁  装修好 人车分流 环境优美 新社区
134,海淀,[海淀]西二旗上第MOMA｜134㎡｜2室2厅1厨2卫｜西北,63432,上第moma 高楼层大两居 户型方正 采光视野好
222,海淀,[海淀]世纪城翠叠园｜222㎡｜4室2厅1厨2卫｜南北,121621,300米无遮挡 正对27公顷公园 远眺西山秀色 四面采光通透
77.33,朝阳,[朝阳]亚运村保利金泉广场｜77.33㎡｜1室1厅1厨1卫｜南,89227,保利金泉全南向一居室 户型方正  高层 带阳台
116.61,东城,[东城]崇文门新景家园西区｜116.61㎡｜2室1厅1厨1卫｜东北,94331,80万婚装+全凸户型+带双阳台+人车分流+新世界地产开发
71.77,西城,[西城]广安门玺源台｜71.77㎡｜1室1厅1厨1卫｜西,95443,玺源台 71.77㎡ 一室 带燃气 业主自住
86.34,朝阳,[朝阳]朝青国美第一城｜86.34㎡｜2室2厅1厨1卫｜南西,67176,国美 西南两居室 视野好 中间楼层
101.54,丰台,[丰台]玉泉营万年花城二期｜101.54㎡｜2室2厅1厨1卫｜东北,63521,万年花城二期 临地铁 满五年 价格优惠 装修保持好
187.21,海淀,[海淀]万柳涧桥泊屋｜187.21㎡｜3室2厅1厨2卫｜南北,133539,次次顶层园区三居
128.13,海淀,[海淀]北部新区尚峰尚水｜128.13㎡｜3室2厅1厨1卫｜南北,61656,翡翠云图旁  南北通透三居室  尚峰尚水  带车位通车库
124,东城,[东城]东花市花市枣苑｜124㎡｜3室1厅1厨1卫｜东,95161,花市枣苑三居室 百万新装 已改地暖 满五费少
81,海淀,[海淀]西北旺冬晴园｜81㎡｜2室1厅1厨1卫｜南北,75061,主卧客厅朝南 落地窗 南北通透 2009社区
83.05,东城,[东城]东花市本家润园｜83.05㎡｜2室1厅1厨1卫｜西北,108368,崇文+东花市+本家润园大两居+采光视野好+封闭式管理
156.64,朝阳,[朝阳]朝青金隅凤麟洲｜156.64㎡｜3室2厅1厨2卫｜南北,74693,金隅凤麟洲 叠拼别墅洋房区 物业管理好 园洋房，错层设计
174.28,朝阳,[朝阳]望京东湖湾二期｜174.28㎡｜3室2厅1厨2卫｜南北,98691,开发商装修 客厅外凸三面采光阳台 全明卫格局 预留房屋
92.23,东城,[东城]东花市富贵园一区｜92.23㎡｜2室1厅1厨1卫｜南北,113845,广渠门+南北两居室+双卧室朝南+有钥匙+出行方便+配套齐全
94.22,海淀,[海淀]北部新区保利西山林语｜94.22㎡｜2室1厅1厨1卫｜南北,59435,南北通风两居室 博洛尼装修 没住过园区位置安静 不临街不把边
313.99,朝阳,[朝阳]朝阳公园国兴观湖国际｜313.99㎡｜4室2厅1厨3卫｜南北,95544,观湖二期南北四居室 不临街 三卧室朝南 动静分离
58.7,海淀,[海淀]马连洼马连洼梅园｜58.7㎡｜2室1厅1厨1卫｜南北,74275,南北通透 装修好 业主自住 临地铁交通便利 满五年公·房
244.15,朝阳,[朝阳]北苑润泽庄园｜244.15㎡｜4室2厅1厨3卫｜南北,79868,朝阳北苑润泽庄园别墅，楼间距150米，采光充足
99.35,朝阳,[朝阳]望京利泽西园｜99.35㎡｜2室2厅1厨1卫｜东,58379,利泽西园  东向两居 带有大阳台 双卧分离 户型方正
169,朝阳,[朝阳]望京宝星园｜169㎡｜4室2厅1厨2卫｜南北,63727,宝星园 南北通透四居室 全明格局 不临街 没有遮挡
131.92,海淀,[海淀]公主坟国悦府｜131.92㎡｜2室2厅1厨1卫｜西北,94754,2012年新社区 高楼层观景效果好 独梯刷卡入户 空中双花园
150.92,海淀,[海淀]西北旺西山公馆｜150.92㎡｜3室2厅1厨2卫｜南北,82825,户型方正 软件园内 交通方便 南北通透 采光无遮挡
147,朝阳,[朝阳]三元桥太阳星城金星园｜147㎡｜3室2厅1厨2卫｜西南,100680,太阳宫金星园三居室，西南朝向双阳台，观景人工湖，高层采光好
124.88,朝阳,[朝阳]北苑拂林园｜124.88㎡｜2室2厅1厨1卫｜南,65663,拂林园 板楼 安静不临街 户型好 采光好 楼层好
116.59,朝阳,[朝阳]三元桥UHN国际村｜116.59㎡｜2室2厅1厨2卫｜南,72905,太阳宫国际村，南向高层复式双卫2室，户型方正采光好
169,朝阳,[朝阳]望京国风上观｜169㎡｜3室2厅1厨2卫｜南北,76923,国风上观 观景三居 双卧南 采光无遮挡 视野开阔
98.99,海淀,[海淀]西三旗枫丹丽舍北区｜98.99㎡｜2室1厅1厨1卫｜南北,74755,枫丹丽舍四层两居+直观花园+南北通透带露台
139.98,石景山,[石景山]玉泉路玉泉新城｜139.98㎡｜3室2厅1厨2卫｜南北,76439,玉泉新城不临街大面宽3居室+临水系安静高层+明厨明卫
354.94,朝阳,[朝阳]奥林匹克公园紫御华府｜354.94㎡｜4室2厅1厨4卫｜南北,84493,紫御华府南北通透平层大四居，开发商装修，前后观景，方便参观！
110.82,昌平,[昌平]龙泽新龙城｜110.82㎡｜3室1厅1厨2卫｜南北,53780,新龙城A2户型三居室 双卧朝南 落地飘窗 采光充足 视野开阔
36.65,西城,[西城]广安门荣丰2008｜36.65㎡｜1室1卫｜西,96862,西二环 荣丰一期 西向开间 布局合理 独厨独卫 采光好
94.41,西城,[西城]广安门蝶翠华庭｜94.41㎡｜2室1厅1厨2卫｜东西南北,86325,西城区蝶翠华庭 双卫两居室 高得房率 小区安静 物业管理负责
104.48,朝阳,[朝阳]朝青润枫水尚｜104.48㎡｜2室2厅1厨2卫｜南北,78483,润枫水尚南北2居，装修好，不临街，观景房，双卫生间
70.28,朝阳,[朝阳]CBD蓝堡国际公寓｜70.28㎡｜1室1厅1厨1卫｜西,99601,（国贸 蓝堡）（方正一居）（高层楼 观花园）（方便看）
153.5,西城,[西城]宣武门富卓花园｜153.5㎡｜3室2厅1厨2卫｜南北,162866,富卓花园 园区正中间 次顶层 南北3居 宣武门 金 融街
91.82,朝阳,[朝阳]朝青珠江罗马嘉园｜91.82㎡｜2室2厅1厨1卫｜南北,76018,罗马西区南北两居，一梯四户，远观中国尊，出行便利
84.36,朝阳,[朝阳]四惠金地名京｜84.36㎡｜2室2厅1厨1卫｜南,80606,科技住宅金地名京 后排安静全南两居 二次装修 高层无噪音
266,东城,[东城]广渠门水上华城｜266㎡｜4室2厅1厨2卫｜南北,77067,东二环、板楼2梯2户、南北通透四居、对花园保养好、不临街
137,大兴,[大兴]旧宫宣颐家园｜137㎡｜3室2厅1厨2卫｜南北,48905,宣颐家园白楼3居室、40平米大客厅。正观小区花园
226.23,丰台,[丰台]方庄璞瑅公馆｜226.23㎡｜4室2厅1厨3卫｜南北,101666,方庄璞瑅公馆南北4室
197.84,海淀,[海淀]上地上地佳园｜197.84㎡｜4室2厅1厨2卫｜南北,90982,上地佳园平层四居室 270度采光 面宽大 视野好 观西山
158,海淀,[海淀]西北旺百旺茉莉园｜158㎡｜3室2厅1厨2卫｜南北,79746,两卧朝南 采光好 低楼层 有电梯 性价比高
140.57,海淀,[海淀]紫竹桥人济山庄一期｜140.57㎡｜3室2厅1厨1卫｜东北,101728,紫竹桥 人济山庄 东北向观湖三居室 紫竹院公园全景
128,昌平,[昌平]回龙观龙腾苑四区｜128㎡｜3室1厅1厨2卫｜南北,46171,龙腾苑四区128平一层带院三居两卫
173.28,朝阳,[朝阳]太阳宫冠城大通澜石｜173.28㎡｜3室2厅1厨2卫｜南北,144275,矮板楼 带车位带储物间  南北通透三居室  高层观景
141,朝阳,[朝阳]亚运村小营锦绣馨园｜141㎡｜3室1厅1厨2卫｜南北,62765,亚运村小营 锦绣馨园 南北三居 观小区花园 闹中取静 舒适
177.91,朝阳,[朝阳]四惠东恒时代二期｜177.91㎡｜4室2厅1厨2卫｜南北,83188,朝阳公园南 中国樽 东四环地铁1号线四惠站 东恒时代二期
89,海淀,[海淀]北部新区保利西山林语｜89㎡｜2室1厅1厨1卫｜南北,60674,次顶层两居室 采光视野好 南北通透 南北双阳台 婚房装修
93.11,通州,[通州]临河里华业东方玫瑰｜93.11㎡｜2室1厅1厨1卫｜南,52303,临河里站500米+交通便利+采光好观小区花园+配套齐全
102.82,海淀,[海淀]紫竹桥曙光花园望山园｜102.82㎡｜2室2厅1厨1卫｜西南北,92394,曙光花园望山园，水云天。高层大两居，人车分流保养新，安静位置
57.56,丰台,[丰台]方庄芳群园四区｜57.56㎡｜2室1厅1厨1卫｜南北,62369,全南向两居室，业主婚房装修保养好，户型方正没有浪费，带车位
175,朝阳,[朝阳]奥林匹克公园世茂奥临花园｜175㎡｜3室2厅1厨2卫｜南北,79428,世茂奥临花园3居1470万带飘窗
198.98,朝阳,[朝阳]东大桥金地国际花园｜198.98㎡｜3室2厅1厨2卫｜南北,105538,纯板楼小区、南北向3居、带储物间和衣帽间、购物便利
84.54,朝阳,[朝阳]望京国风北京｜84.54㎡｜1室1厅1厨1卫｜南,81618,国风北京 南向正规一居室 大阳台 落地窗
196.91,朝阳,[朝阳]望京国风上观｜196.91㎡｜4室2厅1厨2卫｜南北,76176,国风上观 12年新社区 东南北全明四居室 高层无遮挡
358.83,朝阳,[朝阳]中央别墅区长岛澜桥｜358.83㎡｜4室2厅1厨5卫｜南北,80260,双拼南花园，京西对面，上三下一
148.79,朝阳,[朝阳]华威桥美景东方｜148.79㎡｜3室2厅1厨2卫｜南北,70569,美景东方南北三居、板楼设计、户型合理、全部飘窗
121,大兴,[大兴]亦庄听涛雅苑｜121㎡｜3室2厅1厨2卫｜南北,51652,听涛雅苑南北三居室，楼层居中，电梯房，临地铁
101.98,大兴,[大兴]亦庄东晶国际｜101.98㎡｜2室1厅1厨1卫｜东西,44910,东晶国际东西向两居室 ，临地铁，楼层适中，采光好。
100,海淀,[海淀]清河清景园｜100㎡｜2室2厅1厨1卫｜南西北,65500,清景园南北通透两居，明厨明卫，客厅双窗，阳光充足，装修不错
133.97,海淀,[海淀]世纪城翠叠园｜133.97㎡｜3室2厅1厨2卫｜南北,123161,世纪城 带露台 高层 观景三卧朝南 前后左右不临街
128,昌平,[昌平]回龙观龙腾苑四区｜128㎡｜3室1厅1厨2卫｜南北,47656,龙腾苑四区128平一层带院三居两卫
76.82,朝阳,[朝阳]北苑上元君庭｜76.82㎡｜1室1厅1厨1卫｜南北,75501,上元君庭1居580万满五  带飘窗
164,朝阳,[朝阳]北苑拂林园｜164㎡｜3室2厅1厨2卫｜南西,67073,客厅＋两卧朝南，户型方正，客厅45平，6平落地阳台，光照充足
139.21,海淀,[海淀]万柳碧水云天｜139.21㎡｜3室2厅1厨2卫｜东南,137921,高楼层，三卧朝南三居，高楼层，采光充足，前后不临街
78.16,海淀,[海淀]马连洼天秀花园安和园｜78.16㎡｜2室1厅1厨1卫｜南北,79324,优选钥匙房（中间位置 2层 ）双卧南 通透 满五年 不临街
90.28,海淀,[海淀]田村雅世合金公寓｜90.28㎡｜2室1厅1厨1卫｜南北,90828,海淀 雅世合金 南北两居室 中间位置 科技住宅
95,朝阳,[朝阳]东坝首开常青藤一期｜95㎡｜3室1厅1厨1卫｜南北,65263,首开常青藤  南北通透平层三居 板楼电梯房 婚房深色装修
174.7,朝阳,[朝阳]望京嘉润花园｜174.7㎡｜4室2厅1厨2卫｜南西北东,53234,嘉润花园 新装修四居室  安静不临街  采光好 观小区花园！
383.25,朝阳,[朝阳]奥林匹克公园紫御华府｜383.25㎡｜4室2厅1厨4卫｜南北,82191,紫御华府南北通透四居室，小区中间位置，层高3.6米，宽敞大方
80,朝阳,[朝阳]望京望京花园西区｜80㎡｜2室2厅1厨2卫｜东,67500,高层东南两居室，带阳台双卫设计，接受换房价格还可以聊
133,通州,[通州]九棵树K2玉兰湾｜133㎡｜3室2厅1厨2卫｜南北,62781,通州新城功能区，玉兰湾，南北通透3室，134平，高层景观景
215,朝阳,[朝阳]望京融科橄榄城二期｜215㎡｜4室2厅1厨3卫｜南北,92093,融科橄榄城 二期  南北通透四居室 户型方正 有钥匙
113.9,朝阳,[朝阳]CBD阳光100国际公寓｜113.9㎡｜2室2厅1厨2卫｜西南,77260,满二年！ 高层西南向2+1户型 采光无遮挡
66.22,海淀,[海淀]安宁庄清上园｜66.22㎡｜2室1厅1厨1卫｜东北,85321,清上园，样板间装修，二期电梯板楼，户型方正
180.37,朝阳,[朝阳]大望路珠江帝景B区｜180.37㎡｜3室2厅1厨3卫｜南北,96468,珠江帝景 南北三居 双卧朝南 西式装修 保养好 中高层看花园
139.1,朝阳,[朝阳]望京金隅丽港城｜139.1㎡｜3室2厅1厨2卫｜南北,93457,望京金隅丽港城 1梯2户板楼 把边带明卫 双阳台 安静不临街
106,东城,[东城]广渠门水上华城｜106㎡｜2室1厅1厨1卫｜西,100754,水上华城正规两居+明厨双卫+好改三居+落地窗+居家住保养好
158.9,朝阳,[朝阳]太阳宫太阳公元｜158.9㎡｜3室2厅1厨2卫｜南北,135305,带阳台 南北高层3居室 两房朝阳面 位置视野好 房子保养好
100.13,石景山,[石景山]鲁谷远洋山水北区｜100.13㎡｜2室2厅1厨1卫｜西北,62718,一号线旁 明厨明卫两居 户型方正 保养好 交通便利 全天采光
65.97,朝阳,[朝阳]朝青青年汇佳园｜65.97㎡｜1室1厅1厨1卫｜东北,64423,户型方正 可塑性强 中高楼层 屋内宽敞明亮 满两年
431.76,朝阳,[朝阳]亚运村小营富成花园｜431.76㎡｜5室2厅1厨4卫｜南北,127385,北四环，独栋别墅，安静舒适，可翻建，亚运村东南角，带花园
73,东城,[东城]崇文门新景家园东区｜73㎡｜2室1厅1厨1卫｜南北,100000,新景家园采光时间长的两居室，南北通风好，安静不临街
86,海淀,[海淀]西二旗当代城市家园｜86㎡｜2室2厅1厨1卫｜南北,90697,板楼二层，主卧有阳台，落地窗，实木装修，南北通透
98.24,海淀,[海淀]清河清景园｜98.24㎡｜2室1厅1厨1卫｜南,66164,户型方正 装修好 近清河高铁站 安静不临街 配套齐全
100,丰台,[丰台]方庄芳城园1区｜100㎡｜3室1厅1厨1卫｜东南,56500,芳城园 东南三居室 高楼层 二环边 视野无遮挡
103.12,东城,[东城]东花市花市枣苑｜103.12㎡｜2室2厅2卫｜南,119278,8号楼，全朝南采光无遮挡，明厅，不临街，接受换房。
88.58,朝阳,[朝阳]百子湾金都杭城2期｜88.58㎡｜2室2厅1卫｜东南,76540,金都杭城，南向，看花园，婚房装修，从未租过，近
95.06,朝阳,[朝阳]望京方舟苑二期｜95.06㎡｜2室2厅1厨1卫｜南,73637,方舟苑2期高层正南两居室，位置安静不临街，视野开阔，采光充足
87.38,大兴,[大兴]旧宫富力盛悦居｜87.38㎡｜3室2厅1厨1卫｜南,66376,旧宫 富力盛悦居 全南3居室 采光好 挑高2.9米 视眼好
34.83,大兴,[大兴]旧宫宣颐家园｜34.83㎡｜2室1厅1厨1卫｜西,65460,旧宫 宣颐家园 小户型两居室  装修保养好  苏州园林建筑
62.51,西城,[西城]广安门玺源台｜62.51㎡｜1室1厅1厨1卫｜西,92785,玺源台 正规一居室 高楼层 视野开阔  交通便利
128.51,朝阳,[朝阳]农展馆清境明湖｜128.51㎡｜2室2厅1厨2卫｜东西,73924,朝阳公园旁花园洋房，一梯两户，东西通透双向观景两居带车位
139.51,朝阳,[朝阳]双井首城国际C区｜139.51㎡｜3室2厅1厨2卫｜南北,94616,2012年楼盘 板楼 户型方正 正观花园 对比乐成富力城
97.73,朝阳,[朝阳]望京融科橄榄城三期｜97.73㎡｜2室2厅1厨1卫｜南,99764,融科橄榄城 客厅双卧朝南 高层 视野好 装修好 户型方正
116,朝阳,[朝阳]亚运村卧龙小区｜116㎡｜3室2厅1厨2卫｜西南北,81896,奥森东 中高层 南北通透 全明格局 观景采光无遮挡 双地铁
89.41,朝阳,[朝阳]亚运村小营远洋万和城B区｜89.41㎡｜2室1厅1厨1卫｜南,111844,远洋万和城前后花园 全南向两两居 全明格局 观景效果好
89.35,丰台,[丰台]玉泉营万年花城二期｜89.35㎡｜2室1厅1厨1卫｜东南,72747,万年花城二期 东南 采光视野好 房子装修保持好
196.85,朝阳,[朝阳]亚运村小营世纪宝鼎｜196.85㎡｜3室2厅1厨2卫｜南,55880,亚运村 全南三居 供暖好  大阳台  舒适  安静 装修好
99,朝阳,[朝阳]百子湾百子湾家园B区｜99㎡｜2室1厅1厨1卫｜南北,51515,百子湾，南北二居室，次顶层，客厅面宽4米，可商本
200.9,朝阳,[朝阳]望京果岭里class｜200.9㎡｜4室2厅1厨3卫｜南北,102040,平层四居 三卧室和客厅朝南 全天采光 8成新
147.92,朝阳,[朝阳]望京融科橄榄城一期｜147.92㎡｜3室2厅1厨2卫｜南北,88899,望京融科橄榄城、南北3居、全明格局、高楼层、观花园
63.73,东城,[东城]广渠门冠城名敦道A区｜63.73㎡｜1室1厅1厨1卫｜西,74533,东城区+2008年楼盘+热盘+7号和17号地铁交汇点
107.02,东城,[东城]东花市东花市北里中区｜107.02㎡｜3室2厅1厨1卫｜南北,90637,南北三居室 客厅双卧朝南 户型方正无浪费 采光视野都很好
118,海淀,[海淀]西二旗当代城市家园｜118㎡｜3室2厅1厨2卫｜南北,77542,大面宽，板楼三居室，落地窗，主卧室带阳台，南北双通透
102,朝阳,[朝阳]南沙滩澳景花庭｜102㎡｜2室2厅1厨1卫｜东西南,79411,澳景花庭 少有的户型 三面采光 高层采光好 不临街 奥森
265.26,朝阳,[朝阳]望京金隅国际｜265.26㎡｜4室3厅1厨3卫｜南北,52778,金隅国际纯住宅，南北通透复式，客厅挑高6米，双卧朝南！
106,朝阳,[朝阳]望京望京新城｜106㎡｜2室2厅1厨1卫｜东南,64150,主卧朝南，次卧客厅朝东南，采光好，视野开阔无遮挡，通透性好
86.47,朝阳,[朝阳]望京方舟苑一期｜86.47㎡｜2室1厅1厨1卫｜东南,63027,方舟苑东南把角两居室，带大阳台，安静不临街，房子空置。
73.26,朝阳,[朝阳]亚运村大屯里小区｜73.26㎡｜3室2厅1厨1卫｜南北,85312,大屯里南北通透三居室 保持好 板楼 还是边户
376.4,朝阳,[朝阳]中央别墅区观唐｜376.4㎡｜4室2厅1厨5卫｜北南,78374,纯中式别墅，南花园200平，有车库，水系，近秋园
222.55,朝阳,[朝阳]华威桥山水文园中园｜222.55㎡｜4室2厅1厨3卫｜南北,91664,山水文园中园，客厅挑高4.8米，双主卧室朝南
83.8,朝阳,[朝阳]望京花家地西里二区｜83.8㎡｜2室2厅1厨1卫｜西南,65513,望京花家地西里，东南两居室，安静不临街，全天采光，视野无遮挡
288.68,朝阳,[朝阳]百子湾富力十号｜288.68㎡｜4室2厅1厨4卫｜南西北,135097,两梯一户 高层观景 西南北四居 私人管家 空置钥匙房
56,海淀,[海淀]北部新区保利西山林语｜56㎡｜1室1厅1厨1卫｜西,64285,西山林语 二期中间位置一居改二居 直通车库 业主已订房
278.96,朝阳,[朝阳]CBD温莎大道｜278.96㎡｜3室2厅1厨2卫｜南北,69902,南北通透三居，每平6.9万可售！70平米客厅，卧室带衣帽间
118.57,海淀,[海淀]马连洼七彩华园｜118.57㎡｜2室2厅1厨2卫｜南北,75567,直通地下车库 南北通透 带有电梯 一梯两户 落地飘窗
58.47,朝阳,[朝阳]朝青华纺易城｜58.47㎡｜1室1厅1厨1卫｜北,73541,华纺易城 北向一居室 高层落地窗 观景房
67,朝阳,[朝阳]望京澳洲康都｜67㎡｜1室1厅1厨1卫｜南,67910,澳洲康都，南向开间，1.5居，独立阳光房，明厨，公园环绕
85.6,朝阳,[朝阳]双井首城国际B区｜85.6㎡｜2室1厅1厨1卫｜东南,95794,已定房 一直自住 12年楼座 国贸一站地 10号双井站
55.84,东城,[东城]东花市富贵园二区｜55.84㎡｜1室1厅1厨1卫｜南,98495,全南一居 高层 观景房 满两年 给换房 婚房设计 不临街
118,海淀,[海淀]西二旗当代城市家园｜118㎡｜3室2厅1厨2卫｜南北,77542,大面宽，板楼三居室，落地窗，主卧室带阳台，南北双通透
102,朝阳,[朝阳]南沙滩澳景花庭｜102㎡｜2室2厅1厨1卫｜东西南,79411,澳景花庭 少有的户型 三面采光 高层采光好 不临街 奥森
265.26,朝阳,[朝阳]望京金隅国际｜265.26㎡｜4室3厅1厨3卫｜南北,52778,金隅国际纯住宅，南北通透复式，客厅挑高6米，双卧朝南！
106,朝阳,[朝阳]望京望京新城｜106㎡｜2室2厅1厨1卫｜东南,64150,主卧朝南，次卧客厅朝东南，采光好，视野开阔无遮挡，通透性好
86.47,朝阳,[朝阳]望京方舟苑一期｜86.47㎡｜2室1厅1厨1卫｜东南,63027,方舟苑东南把角两居室，带大阳台，安静不临街，房子空置。
73.26,朝阳,[朝阳]亚运村大屯里小区｜73.26㎡｜3室2厅1厨1卫｜南北,85312,大屯里南北通透三居室 保持好 板楼 还是边户
376.4,朝阳,[朝阳]中央别墅区观唐｜376.4㎡｜4室2厅1厨5卫｜北南,78374,纯中式别墅，南花园200平，有车库，水系，近秋园
222.55,朝阳,[朝阳]华威桥山水文园中园｜222.55㎡｜4室2厅1厨3卫｜南北,91664,山水文园中园，客厅挑高4.8米，双主卧室朝南
288.68,朝阳,[朝阳]百子湾富力十号｜288.68㎡｜4室2厅1厨4卫｜南西北,135097,两梯一户 高层观景 西南北四居 私人管家 空置钥匙房
92.74,朝阳,[朝阳]朝青国美第一城｜92.74㎡｜2室2厅1厨1卫｜西南,65775,国美3号院 户型方正 保持新 观景位置 距离地铁900米
113,海淀,[海淀]世纪城远大园六区｜113㎡｜2室2厅1厨1卫｜西南,95575,远大园六区 西南大两居 餐客一体  大面宽
148.79,朝阳,[朝阳]华威桥美景东方｜148.79㎡｜3室2厅1厨2卫｜南北,70569,美景东方南北三居、板楼设计、户型合理、全部飘窗
